objectid,subject,filename,title,format,LEGALNAME,ALTNAME,AKADBA,ADSTREET,ADCITY,ADSTATE,ADZIP,ADZIP5,PHSTREET,PHCITY,PHSTATE,PHZIP,PHZIP5,PHONE,WEBURL,IRS_NAME15,TAXPER15,INCOMECD15,INCOME15,REVENUE15,IRS_STREET15,IRS_CITY15,IRS_STATE15,IRS_ZIP15,RULEDATE15,IPEDS,INSTNAME,INSTCITY,INSTST,LONGITUDE,LATITUDE,AAMREG,BEAREG,LOCALE4,FIPSST,FIPSCO,GSTREET,GCITY,GSTATE,GZIP,GZIP5
8404200286,GMU,demo_001.jpg,PHILADELPHIA SPORTS HALL OF FAME,image/jpeg,PHILADELPHIA SPORTS HALL OF FAME FOUNDATION,,,919 N 5TH ST,PHILADELPHIA,PA,19123-1401,19123,2701 GRANT AVENUE   ,PHILADELPHIA,PA,19123-1401,19123,2152545049,HTTP://WWW.PHILLYHALL.ORG/CONTACT.ASP,PHILADELPHIA SPORTS HALL OF FAME FOUNDATION,201312,3,71271,71271,410 WAVERLY RD,WYNCOTE,PA,19095-1212,200304,,,,,-75.01812,40.07572,2,2,1,42,101,2701 GRANT AVENUE   ,PHILADELPHIA,PA,19123-1401,19123
8404200291,GMU,demo_001.jpg,SLOUGHT FOUNDATION,image/jpeg,SLOUGHT FOUNDATION,,,4017 WALNUT ST,PHILADELPHIA,PA,19104-3513,19104,,,,,,2157014627,HTTPS://SLOUGHT.ORG/,SLOUGHT FOUNDATION,201410,2,23520,23520,4017 WALNUT ST,PHILADELPHIA,PA,19104-3513,200308,,,,,-75.20294,39.95424,2,2,1,42,101,4017 WALNUT ST,PHILADELPHIA,PA,19104-3513,19104
8404200422,GMU,demo_001.jpg,WOOD TURNING CENTER,image/jpeg,CENTER FOR ART IN WOOD INC,WOOD TURNING CENTER,,501 VINE ST,PHILADELPHIA,PA,19106-1002,19106,,,,,,2159238000,HTTP://WWW.WOODTURNINGCENTER.ORG,CENTER FOR ART IN WOOD INC,201312,6,2855420,2773641,141 N 3RD ST,PHILADELPHIA,PA,19106-1913,198704,,,,,-75.14494,39.95308,2,2,1,42,101,141 N 3RD ST,PHILADELPHIA,PA,19106-1913,19106
8404200423,GMU,demo_001.jpg,POLISH AMERICAN CULTURAL CENTER,image/jpeg,POLISH AMERICAN CULTURAL CENTER INC,,,308 WALNUT ST,PHILADELPHIA,PA,19106-3808,19106,,,,,,2159221700,,,,,,,,,,,,,,,,-75.14679,39.94697,2,2,1,42,101,308 WALNUT ST,PHILA,PA,19106-3808,19106
8404200428,GMU,demo_001.jpg,SAFE MUSEUM,image/jpeg,FREDERICK A SIMEONE M D FOUNDATION INC,,,6825 NORWITCH DR,PHILADELPHIA,PA,19153-3412,19153,,,,,,2153657233,,FREDERICK A SIMEONE M D FOUNDATION INC,201311,6,4152574,,6825 NORWITCH DR,PHILADELPHIA,PA,19153-3412,199804,,,,,-75.22643,39.90961,2,2,1,42,101,6825 NORWITCH DR,PHILADELPHIA,PA,19153-3412,19153
8404200431,GMU,demo_001.jpg,ATHENAEUM OF PHILADELPHIA,image/jpeg,ATHENAEUM OF PHILADELPHIA,ATHENAEUM OF PHILADELPHIA,,219 S 6TH ST,PHILADELPHIA,PA,19106-3719,19106,,,,,,2159252688,HTTP://WWW.PHILAATHENAEUM.ORG,ATHENAEUM OF PHILADELPHIA,201406,6,2286038,1934169,219 S 6TH ST,PHILADELPHIA,PA,19106-3719,192708,,,,,-75.15119,39.94681,2,2,1,42,101,219 S 6TH ST,PHILADELPHIA,PA,19106-3719,19106
8404200451,GMU,demo_001.jpg,RODEPH SHALOM CONGREGATION,image/jpeg,RODEPH SHALOM CONGREGATION,RODEPH SHALOM CONGREGATION,,615 N BROAD ST,PHILADELPHIA,PA,19123-2417,19123,,,,,,2156276747,HTTP://WWW.RODEPHSHALOM.ORG,RODEPH SHALOM CONGREGATION,,0,,,615 N BROAD ST,PHILADELPHIA,PA,19123-2417,193507,,,,,-75.16067,39.96378,2,2,1,42,101,615 N BROAD ST,PHILADELPHIA,PA,19123-2417,19123
8404200457,GMU,demo_001.jpg,WAGNER FREE INSTITUTE OF SCIENCE,image/jpeg,WAGNER FREE INSTITUTE OF SCIENCE,,,1700 W MONTGOMERY AVE,PHILADELPHIA,PA,19121-3227,19121,,,,,,2157636529,HTTP://WWW.WAGNERFREEINSTITUTE.ORG,WAGNER FREE INSTITUTE OF SCIENCE,201312,5,976503,735802,1700 W MONTGOMERY AVE,PHILADELPHIA,PA,19121-3227,191803,,,,,-75.16317,39.98085,2,2,1,42,101,1700 W MONTGOMERY AVE,PHILADELPHIA,PA,19121-3227,19121
8404200484,GMU,demo_001.jpg,INDEPENDENCE SEAPORT MUSEUM,image/jpeg,INDEPENDENCE SEAPORT MUSEUM,,,211 S COLUMBUS BLVD,PHILADELPHIA,PA,19106-3101,19106,,,,,,2154138655,HTTP://WWW.PHILLYSEAPORT.ORG,INDEPENDENCE SEAPORT MUSEUM,201312,6,4795407,2518072,211 S COLUMBUS BLVD,PHILADELPHIA,PA,19106-3101,196104,,,,,-75.14213,39.94463,2,2,1,42,101,211 S COLUMBUS BLVD,PHILADELPHIA,PA,19106-3101,19106
8404200502,GMU,demo_001.jpg,AFRICAN AMERICAN MUSEUM IN PHILADELPHIA,image/jpeg,AFRICAN AMERICAN MUSEUM IN,,,701 ARCH STREET,PHILADELPHIA,PA,32963-1807,19106,,,,,,2155740830,HTTP://WWW.AAMPMUSEUM.ORG,AFRICAN AMERICAN MUSEUM IN,201306,6,2102723,1974380,NW CORNER 7TH ARCH STS,PHILADELPHIA,PA,19106-0000,197512,,,,,-75.14765,39.94998,2,2,1,42,,NW CORNER 7TH ARCH STS,PHILADELPHIA,PA,19106-0000,19106
8404200503,GMU,demo_001.jpg,TALLER PUERTORRIQUENO,image/jpeg,TALLER PUERTORRIQUENO INC,,,2721 N 5TH ST,PHILADELPHIA,PA,19133-2702,19133,,,,,,2154263311,HTTP://TALLERPR.ORG/,TALLER PUERTORRIQUENO INC,201306,5,737262,730685,2721 N 5TH ST,PHILADELPHIA,PA,19133-2702,197806,,,,,-75.13998,39.99261,2,2,1,42,101,2721 N 5TH ST,PHILADELPHIA,PA,19133-2702,19133
8404200508,GMU,demo_001.jpg,MUMMERS MUSEUM,image/jpeg,MUMMERS MUSEUM,,,1100 S 2ND ST,PHILADELPHIA,PA,19147-5411,19147,,,,,,2153363050,HTTP://MUMMERSMUSEUM.COM/,MUMMERS MUSEUM,201312,4,184642,159292,1100 S 2ND ST,PHILADELPHIA,PA,19147-5411,197505,,,,,-75.1474,39.93364,2,2,1,42,101,1100 S 2ND ST,PHILADELPHIA,PA,19147-5411,19147
8404200530,GMU,demo_001.jpg,FABRIC WORKSHOP,image/jpeg,THE FABRIC WORKSHOP AND MUSEUM,FABRIC WORKSHOP,,1315 CHERRY ST 5TH FL,PHILADELPHIA,PA,19107-2013,19107,1214 ARCH ST,PHILADELPHIA,PA,19107-2013,19107,2155681111,HTTP://WWW.FABRICWORKSHOPANDMUSEUM.ORG,THE FABRIC WORKSHOP AND MUSEUM,201309,6,2367909,1897889,1214 ARCH ST,PHILADELPHIA,PA,19107-2816,197708,,,,,-75.16066,39.95376,2,2,1,42,101,1214 ARCH ST,PHILADELPHIA,PA,19107-2013,19107
8404200542,GMU,demo_001.jpg,CONSERVATION CENTER FOR ART & HISTORIC ARTIFACTS,image/jpeg,CONSERVATION CENTER FOR ART AND HISTORIC ARTIFACTS,,,100 N INDEPENDENCE MALL,PHILADELPHIA,PA,19106-1521,19106,264 SOUTH 23RD STREET,PHILADELPHIA,PA,19106-1521,19106,2155450613,HTTP://WWW.CCAHA.ORG,CONSERVATION CENTER FOR ART AND HISTORIC ARTIFACTS,201312,6,2940233,2925364,264 S 23RD ST,PHILADELPHIA,PA,19103-5530,197712,,,,,-75.17915,39.94949,2,2,1,42,101,264 SOUTH 23RD STREET,PHILADELPHIA,PA,19106-1521,19106
8404200586,GMU,demo_001.jpg,ELECTRIC CITY TROLLEY MUSEUM,image/jpeg,ELECTRIC CITY TROLLEY MUSEUM ASSOCIATION,,,PO BOX 7285,PHILADELPHIA,PA,19101-7285,19101,300 CLIFF ST,SCRANTON,PA,19101-7285,19101,5709636590,HTTP://WWW.ECTMA.ORG/,ELECTRIC CITY TROLLEY MUSEUM ASSOCIATION,201412,3,93802,93686,PO BOX 20019,SCRANTON,PA,18502-0019,198201,,,,,-75.67368,41.40902,2,2,1,42,69,300 CLIFF ST,SCRANTON,PA,19101-7285,19101
8404200651,GMU,demo_001.jpg,PHILADELPHIA POLICE MEMORIAL MUSEUM,image/jpeg,PHILADELPHIA POLICE MEMORIAL MUSEUM ASSOCIATION,,,6044 TULIP STREET,PHILADELPHIA,PA,19135,19135,,,,,,,,PHILADELPHIA POLICE MEMORIAL MUSEUM ASSOCIATION,201503,0,0,0,6044 TULIP ST,PHILADELPHIA,PA,19135-4222,198905,,,,,-75.05682,40.01622,2,2,1,42,101,6044 TULIP ST,PHILADELPHIA,PA,19135-4222,19135
8404200664,GMU,demo_001.jpg,PHILADELPHIA DOLL MUSEUM,image/jpeg,PHILADELPHIA DOLL MUSEUM,,,2253 N BROAD STREET,PHILADELPHIA,PA,19132-4540,19132,,,,,,2157870220,HTTP://PHILADOLLMUSEUM.COM,PHILADELPHIA DOLL MUSEUM,201206,0,0,0,2253 N BROAD ST 1 FL,PHILADELPHIA,PA,19132-4540,199901,,,,,-75.15543,39.98765,2,2,1,42,101,2253 N BROAD ST 1 FL,PHILADELPHIA,PA,19132-4540,19132
8404200685,GMU,demo_001.jpg,MASONIC LIBRARY AND MUSEUM OF PENNSYLVANIA,image/jpeg,THE MASONIC LIBRARY AND MUSEUM OF PENNSYLVANIA,MASONIC LIBRARY AND MUSEUM OF PENNSYLVANIA,,1 N BROAD ST,PHILADELPHIA,PA,19107-2520,19107,1 N BROAD ST,PHILADELPHIA,PA,19107-2520,19107,2159881973,,THE MASONIC LIBRARY AND MUSEUM OF PENNSYLVANIA,201312,6,3102070,3054998,1 N BROAD ST,PHILA,PA,19107-2520,199009,,,,,-75.16324,39.95331,2,2,1,42,101,1 N BROAD ST,PHILADELPHIA,PA,19107-2520,19107
8404200687,GMU,demo_001.jpg,COSACOSA ART AT LARGE,image/jpeg,COSACOSA ART AT LARGE INC,,,4427 MAIN ST,PHILADELPHIA,PA,19127-1325,19127,,,,,,2154872354,HTTP://WWW.COSACOSA.ORG,COSACOSA ART AT LARGE INC,201409,4,189883,189883,4427 MAIN ST,PHILADELPHIA,PA,19127-1325,199012,,,,,-75.22556,40.02648,2,2,1,42,101,4427 MAIN ST,PHILADELPHIA,PA,19127-1325,19127
8404200782,GMU,demo_001.jpg,PHILADELPHIA AIR & SPACE MUSEUM,image/jpeg,PHILADELPHIA AIR & SPACE MUSEUM,,,1125 WALNUT ST,PHILADELPHIA,PA,19107,19107,,,,,,,,,,,,,,,,,,,,,,-75.15981,39.94905,2,2,1,42,101,1125 WALNUT ST,PHILADELPHIA,PA,19107,19107
8404200871,GMU,demo_001.jpg,ACES MUSEUM HONORING BLACK & MINORITY VETERANS OF WWII,image/jpeg,ACES A MUSEUM FOR BLACK & MINORITY WORLD WAR II VETERANS &,ACES MUSEUM HONORING BLACK AND MINORITY VETERANS OF WORLD WAR II,ACES A MUSEUM FOR BLACK & MINORITY WORLD WAR II VETERANS & F,5501 GERMANTOWN AVENUE,PHILADELPHIA,PA,19144,19144,,,,,,2158441683,,ACES A MUSEUM FOR BLACK & MINORITY WORLD WAR II VETERANS &,201312,1,6800,6800,PO BOX 9959,PHILADELPHIA,PA,19118-0959,200211,,,,,-75.20317,40.07268,2,2,1,42,101,PO BOX 9959,PHILADELPHIA,PA,19118-0959,19118
8404200874,GMU,demo_001.jpg,TIBERINO MUSEUM,image/jpeg,ELLEN POWELL TIBERINO MEMORIAL MUSEUM OF CONTEMPORARY ART,,ELLEN POWELL TIBERINO MEMORIAL MUSEUM OF CONTEMPORARY ART,3819 HAMILTON STREET,PHILADELPHIA,PA,19104-2315,19104,,,,,,,,ELLEN POWELL TIBERINO MEMORIAL MUSEUM OF CONTEMPORARY ART,201408,0,0,0,3819 HAMILTON ST,PHILADELPHIA,PA,19104-2315,200206,,,,,-75.19802,39.96163,2,2,1,42,101,3819 HAMILTON ST,PHILADELPHIA,PA,19104-2315,19104
8404200916,GMU,demo_001.jpg,MARIANI ITALIAN AMERICAN MUSEUM AND INSTITUTE,image/jpeg,MARIANI ITALIAN AMERICAN MUSEUM AND INSTITUTE,,,2615 S 18TH ST,PHILADELPHIA,PA,19145,19145,,,,,,,,,,,,,,,,,,,,,,-75.17739,39.9183,2,2,1,42,101,2615 S 18TH ST,PHILADELPHIA,PA,19145,19145
8404200940,GMU,demo_001.jpg,PHILADELPHIA SKETCH CLUB,image/jpeg,PHILADELPHIA SKETCH CLUB,,,235 S CAMAC ST,PHILADELPHIA,PA,19107-5609,19107,,,,,,2159257866,HTTP://SKETCHCLUB.ORG,PHILADELPHIA SKETCH CLUB,201405,4,149102,138563,235 S CAMAC ST,PHILADELPHIA,PA,19107-5609,199102,,,,,-75.16154,39.94726,2,2,1,42,101,235 S CAMAC ST,PHILADELPHIA,PA,19107-5609,19107
8404201045,GMU,demo_001.jpg,NATIONAL MUSEUM OF AMERICAN JEWISH HISTORY,image/jpeg,NATIONAL MUSEUM OF AMERICAN JEWISH HISTORY,NATIONAL MUSEUM OF AMERICAN JEWISH HISTORY,,101 S INDEPENDENCE MALL E,PHILADELPHIA,PA,19106-2517,19106,,,,,,2159233811,HTTP://WWW.NMAJH.ORG,NATIONAL MUSEUM OF AMERICAN JEWISH HISTORY,201306,7,6502700,5387716,101 S INDEPENDENCE MALL,PHILADELPHIA,PA,19106-2517,197409,,,,,-75.14808,39.95046,2,2,1,42,101,101 S INDEPENDENCE MALL,PHILADELPHIA,PA,19106-2517,19106
8404201047,GMU,demo_001.jpg,FIREMAN'S HALL MUSEUM,image/jpeg,PHILADELPHIA FIRE DEPARTMENT HISTORICAL CORPORATION,,,147 N SECOND STREET,PHILADELPHIA,PA,19106,19106,,,,,,2159231438,HTTP://WWW.FIREMANSHALL.ORG,PHILADELPHIA FIRE DEPARTMENT HISTORICAL CORPORATION,201312,4,210330,149363,147 N 2ND ST,PHILADELPHIA,PA,19106-2010,197407,,,,,-75.1429,39.95336,2,2,1,42,101,147 N 2ND ST,PHILADELPHIA,PA,19106-2010,19106
8404201414,GMU,demo_001.jpg,ENVISION PEACE MUSEUM,image/jpeg,ENVISION PEACE MUSEUM,,,1651 BEN FRANKLN PKWY,PHILADELPHIA,PA,19103-1222,19103,,,,,,,,ENVISION PEACE MUSEUM,201312,3,96588,96588,1501 CHERRY ST,PHILADELPHIA,PA,19102-1403,200707,,,,,-75.16508,39.95568,2,2,1,42,101,1501 CHERRY ST,PHILADELPHIA,PA,19102-1403,19102
8404201442,GMU,demo_001.jpg,PHILADELPHIA JEWISH SPORTS HALL OF FAME,image/jpeg,PHILADELPHIA JEWISH SPORTS HALL OF FAME INC,,,1601 MARKET ST STE 2600,PHILADELPHIA,PA,19103-2349,19103,,,,,,,HTTP://PHILLYJEWISHSPORTS.ORG/,PHILADELPHIA JEWISH SPORTS HALL OF FAME INC,201406,4,112869,112869,1600 MARKET ST STE 2500,PHILADELPHIA,PA,19103-7225,200809,,,,,-75.16738,39.95247,2,2,1,42,101,1600 MARKET ST STE 2500,PHILADELPHIA,PA,19103-7225,19103
8404201626,GMU,demo_001.jpg,PENN TREATY MUSEUM,image/jpeg,PENN TREATY MUSEUM INC,,,1037 SHACKAMAXON STREET,PHILADELPHIA,PA,19125-4132,19125,,,,,,,HTTP://PENNTREATYMUSEUM.ORG/WORDPRESS/,PENN TREATY MUSEUM INC,201212,0,0,0,1037 SHACKAMAXON ST,PHILADELPHIA,PA,19125-4132,200907,,,,,-75.13275,39.96787,2,2,1,42,101,1037 SHACKAMAXON ST,PHILADELPHIA,PA,19125-4132,19125
8404201651,GMU,demo_001.jpg,CENTER FOR ARCHITECTURE,image/jpeg,CENTER FOR ARCHITECTURE,,,1218 ARCH ST,PHILADELPHIA,PA,19107-2816,19107,,,,,,2155693186,HTTP://WWW.PHILADELPHIACFA.ORG,CENTER FOR ARCHITECTURE,201312,5,753895,753895,1218 ARCH STREET FIRST F,PHILADELPHIA,PA,19107-2816,200309,,,,,-75.15944,39.94991,2,2,1,42,101,1218 ARCH STREET FIRST F,PHILADELPHIA,PA,19107-2816,19107
8409400071,GMU,demo_001.jpg,BENJAMIN FRANKLIN MUSEUM,image/jpeg,BENJAMIN FRANKLIN MUSEUM,,,317 CHESTNUT ST,PHILADELPHIA,PA,19106,19106,,,,,,,,,,,,,,,,,,,,,,-75.14681,39.94906,2,2,1,42,101,317 CHESTNUT ST,PHILADELPHIA,PA,19106,19106
8409400201,GMU,demo_001.jpg,FRANKLIN COURT PRINTING OFFICE,image/jpeg,FRANKLIN COURT PRINTING OFFICE,,,318 MARKET ST,PHILADELPHIA,PA,19106,19106,,,,,,,,,,,,,,,,,,,,,,-75.14595,39.95011,2,2,1,42,101,318 MARKET ST,PHILADELPHIA,PA,19106,19106
8409400275,GMU,demo_001.jpg,INDEPENDENCE HALL,image/jpeg,INDEPENDENCE HALL,,,520 CHESTNUT ST,PHILADELPHIA,PA,19106,19106,,,,,,,,,,,,,,,,,,,,,,-75.14765,39.94998,2,2,1,42,101,520 CHESTNUT ST,PHILADELPHIA,PA,19106,19106
8409400293,GMU,demo_001.jpg,ITALIAN CULTURE & HISTORY MUSEUM OF PHILADELPHIA,image/jpeg,ITALIAN CULTURE & HISTORY MUSEUM OF PHILADELPHIA,,,610 PINE ST,PHILADELPHIA,PA,19106-4109,19106,,,,,,,,ITALIAN CULTURE & HISTORY MUSEUM OF PHILADELPHIA,,0,,,610 PINE ST,PHILADELPHIA,PA,19106-4109,201307,,,,,-75.15231,39.94388,2,2,1,42,101,610 PINE ST,PHILADELPHIA,PA,19106-4109,19106
8409400327,GMU,demo_001.jpg,LIBERTY BELL CENTER,image/jpeg,LIBERTY BELL CENTER,,,526 MARKET ST,PHILADELPHIA,PA,19106,19106,,,,,,,,,,,,,,,,,,,,,,-75.14765,39.94998,2,2,1,42,101,526 MARKET ST,PHILADELPHIA,PA,19106,19106
8409400450,GMU,demo_001.jpg,NATIONAL ARCHIVES AT PHILADELPHIA,image/jpeg,NATIONAL ARCHIVES AT PHILADELPHIA,,,14700 TOWNSEND ROAD,PHILADELPHIA,PA,19154,19154,,,,,,,,,,,,,,,,,,,,,,-74.96628,40.11766,2,2,1,42,101,14700 TOWNSEND ROAD,PHILADELPHIA,PA,19154,19154
8409400474,GMU,demo_001.jpg,NATIONAL LIBERTY MUSEUM,image/jpeg,NATIONAL LIBERTY MUSEUM,,,321 CHESTNUT ST,PHILADELPHIA,PA,19106-2707,19106,,,,,,,,NATIONAL LIBERTY MUSEUM,201312,7,6576740,4358546,321 CHESTNUT ST,PHILADELPHIA,PA,19106-2707,199509,,,,,-75.14681,39.94906,2,2,1,42,101,321 CHESTNUT ST,PHILADELPHIA,PA,19106-2707,19106
8409400583,GMU,demo_001.jpg,RYERSS LIBRARY AND MUSEUM,image/jpeg,FRIENDS OF RYERSS LIBRARY AND MUSEUM,,,7370 CENTRAL AVE,PHILADELPHIA,PA,19111-3059,19111,,,,,,,,FRIENDS OF RYERSS LIBRARY AND MUSEUM,201405,0,0,0,7370 CENTRAL AVE,PHILADELPHIA,PA,19111-3059,201504,,,,,-75.09012,40.06565,2,2,1,42,101,7370 CENTRAL AVE,PHILADELPHIA,PA,19111-3059,19111
8409501415,GMU,demo_001.jpg,DREXEL COLLECTION,image/jpeg,DREXEL UNIVERSITY,A J DREXEL PICTURE GALLERY; PECK GALLERY; RINCLIFF GALLERY,,3141 CHESTNUT STREET,PHILADELPHIA,PA,19104,19104,,,,,,2158952000,HTTP://DREXEL.EDU/DREXELCOLLECTION/,DREXEL UNIVERSITY,201306,9,1014902481,938599729,3201 ARCH ST STE 400,PHILADELPHIA,PA,19104-2755,192708,212054,DREXEL UNIVERSITY,PHILADELPHIA,PA,-75.18805,39.95789,2,2,1,42,101,3201 ARCH ST STE 400,PHILADELPHIA,PA,19104-2755,19104
8409501715,GMU,demo_001.jpg,PALEY DESIGN CENTER,image/jpeg,PHILADELPHIA UNIVERSITY,,,4201 HENRY AVENUE,PHILADELPHIA,PA,19144,19144,,,,,,2159512979,HTTP://THEDESIGNCENTER.TUMBLR.COM/#_=_,PHILADELPHIA UNIVERSITY,201306,9,133178304,131527303,4201 HENRY AVE,PHILADELPHIA,PA,19144-5409,195208,215099,PHILADELPHIA UNIVERSITY,PHILADELPHIA,PA,-75.19411,40.02232,2,2,1,42,101,4201 HENRY AVE,PHILADELPHIA,PA,19144-5409,19144